url_path,views_total,views_unique
/alessiobianchini/alessiobianchini,1,1
/alessiobianchini/alessiobianchini/actions,1,1
/alessiobianchini/alessiobianchini/actions/runs/28759338188,1,1
/alessiobianchini/alessiobianchini/actions/runs/28759338188/job/85271843677,1,1
